price,type,size,bathroom_count,room_count,location,category,log_price
550000.0,À Vendre,165.0,2.0,3.0,tunis,Appartements,5.740362689494244
1480000.0,À Vendre,650.0,2.0,4.0,sousse,Maisons et Villas,6.1702617153949575
2700.0,À Louer,190.0,2.0,3.0,tunis,Appartements,3.4313637641589874
1250.0,À Louer,130.0,2.0,2.0,tunis,Appartements,3.0969100130080562
800.0,À Louer,100.0,1.0,4.0,ariana,Bureaux et Plateaux,2.9030899869919438
285000.0,À Vendre,120.0,1.0,3.0,ariana,Appartements,5.45484486000851
1400.0,À Louer,120.0,1.0,3.0,tunis,Appartements,3.146128035678238
450.0,À Louer,180.0,1.0,2.0,ben arous,Appartements,2.6532125137753435
335000.0,À Vendre,118.0,2.0,2.0,tunis,Appartements,5.525044807036846
850000.0,À Vendre,305.0,3.0,4.0,ariana,Maisons et Villas,5.929418925714293
445000.0,À Vendre,157.0,2.0,4.0,ariana,Maisons et Villas,5.648360010980932
285000.0,À Vendre,84.0,1.0,1.0,ariana,Appartements,5.45484486000851
848000.0,À Vendre,290.0,3.0,4.0,ariana,Maisons et Villas,5.928395852256714
255000.0,À Vendre,140.0,2.0,5.0,tunis,Appartements,5.4065401804339555
485760.0,À Vendre,147.0,2.0,3.0,sousse,Appartements,5.686421749879368
70000.0,À Vendre,80.0,1.0,2.0,sfax,Appartements,4.845098040014257
720194.0,À Vendre,218.0,2.0,3.0,sousse,Appartements,5.857449498904545
375000.0,À Vendre,200.0,2.0,3.0,tunis,Maisons et Villas,5.574031267727719
2000.0,À Louer,180.0,2.0,2.0,sousse,Bureaux et Plateaux,3.3010299956639813
670000.0,À Vendre,180.0,3.0,5.0,ariana,Appartements,5.826074802700826
200000.0,À Vendre,75.0,2.0,2.0,médenine,Appartements,5.301029995663981
290000.0,À Vendre,271.0,2.0,5.0,tunis,Maisons et Villas,5.4623979978989565
1900.0,À Louer,110.0,1.0,3.0,tunis,Bureaux et Plateaux,3.278753600952829
870000.0,À Vendre,170.0,3.0,5.0,tunis,Maisons et Villas,5.939519252618618
200000.0,À Vendre,176.0,2.0,1.0,tunis,Bureaux et Plateaux,5.301029995663981
345000.0,À Vendre,110.0,2.0,3.0,ariana,Appartements,5.537819095073274
4000.0,À Louer,277.0,4.0,3.0,tunis,Appartements,3.6020599913279625
135000.0,À Vendre,97.0,1.0,2.0,ariana,Appartements,5.1303337684950066
4000.0,À Louer,600.0,3.0,6.0,tunis,Maisons et Villas,3.6020599913279625
1100.0,À Louer,80.0,1.0,3.0,tunis,Appartements,3.041392685158225
520000.0,À Vendre,190.0,2.0,4.0,ariana,Maisons et Villas,5.7160033436347994
1990000.0,À Vendre,450.0,4.0,5.0,tunis,Maisons et Villas,6.298853076409706
140000.0,À Vendre,47.0,1.0,1.0,sousse,Bureaux et Plateaux,5.146128035678238
225000.0,À Vendre,100.0,1.0,2.0,tunis,Appartements,5.352182518111363
290000.0,À Vendre,132.0,2.0,3.0,tunis,Appartements,5.4623979978989565
1300.0,À Louer,96.0,1.0,2.0,tunis,Appartements,3.113943352306837
1200.0,À Louer,85.0,1.0,2.0,tunis,Appartements,3.0791812460476247
1300.0,À Louer,80.0,2.0,4.0,tunis,Bureaux et Plateaux,3.113943352306837
845000.0,À Vendre,420.0,2.0,4.0,ariana,Maisons et Villas,5.926856708949693
86000.0,À Vendre,107.0,2.0,3.0,sousse,Appartements,4.9344984512435675
3000.0,À Louer,201.0,3.0,4.0,tunis,Appartements,3.4771212547196626
1899000.0,À Vendre,90.0,1.0,1.0,tunis,Appartements,6.278524964737017
300000.0,À Vendre,220.0,1.0,5.0,tunis,Maisons et Villas,5.477121254719663
285000.0,À Vendre,75.0,1.0,2.0,nabeul,Appartements,5.45484486000851
850.0,À Louer,80.0,1.0,1.0,sousse,Appartements,2.929418925714293
750000.0,À Vendre,600.0,2.0,6.0,tunis,Maisons et Villas,5.8750612633917
155000.0,À Vendre,75.0,1.0,1.0,nabeul,Appartements,5.190331698170292
264000.0,À Vendre,100.0,2.0,2.0,nabeul,Maisons et Villas,5.421603926869831
1200.0,À Louer,70.0,1.0,2.0,ariana,Appartements,3.0791812460476247
280.0,À Louer,90.0,1.0,2.0,tunis,Appartements,2.4471580313422194
280.0,À Louer,90.0,1.0,2.0,tunis,Maisons et Villas,2.4471580313422194
220000.0,À Vendre,130.0,2.0,5.0,tunis,Appartements,5.342422680822207
520.0,À Louer,80.0,1.0,2.0,ben arous,Appartements,2.716003343634799
1500000.0,À Vendre,200.0,1.0,3.0,sousse,Maisons et Villas,6.176091259055681
1200.0,À Louer,85.0,1.0,3.0,tunis,Appartements,3.0791812460476247
1100.0,À Louer,90.0,1.0,3.0,ariana,Appartements,3.041392685158225
450000.0,À Vendre,140.0,3.0,8.0,la manouba,Maisons et Villas,5.653212513775344
2100.0,À Louer,137.0,2.0,2.0,tunis,Appartements,3.322219294733919
380.0,À Louer,150.0,1.0,1.0,sousse,Maisons et Villas,2.57978359661681
180000.0,À Vendre,100.0,1.0,2.0,ben arous,Maisons et Villas,5.2552725051033065
200000.0,À Vendre,115.0,1.0,3.0,ben arous,Maisons et Villas,5.301029995663981
1000.0,À Louer,70.0,1.0,2.0,tunis,Appartements,3.0
690000.0,À Vendre,300.0,2.0,6.0,nabeul,Maisons et Villas,5.838849090737256
155000.0,À Vendre,100.0,2.0,3.0,ben arous,Appartements,5.190331698170292
548000.0,À Vendre,170.0,3.0,3.0,tunis,Appartements,5.738780558484369
1000.0,À Louer,100.0,1.0,2.0,nabeul,Maisons et Villas,3.0
2000.0,À Louer,280.0,4.0,4.0,ben arous,Bureaux et Plateaux,3.3010299956639813
380000.0,À Vendre,269.0,1.0,2.0,tunis,Maisons et Villas,5.57978359661681
3400.0,À Louer,62.0,1.0,1.0,ben arous,Bureaux et Plateaux,3.531478917042255
1300.0,À Louer,150.0,1.0,3.0,ben arous,Bureaux et Plateaux,3.113943352306837
5000.0,À Louer,340.0,4.0,10.0,sousse,Bureaux et Plateaux,3.6989700043360187
1200.0,À Louer,55.0,1.0,1.0,ariana,Bureaux et Plateaux,3.0791812460476247
300000.0,À Vendre,400.0,1.0,3.0,sousse,Maisons et Villas,5.477121254719663
435000.0,À Vendre,165.0,2.0,4.0,ariana,Appartements,5.638489256954637
380000.0,À Vendre,195.0,1.0,4.0,ben arous,Appartements,5.57978359661681
395000.0,À Vendre,87.0,1.0,2.0,tunis,Appartements,5.596597095626461
1400.0,À Louer,70.0,1.0,1.0,ariana,Appartements,3.146128035678238
1700.0,À Louer,120.0,1.0,3.0,tunis,Appartements,3.230448921378274
185000.0,À Vendre,100.0,1.0,2.0,nabeul,Appartements,5.267171728403014
370000.0,À Vendre,200.0,2.0,3.0,ben arous,Maisons et Villas,5.568201724066995
5100.0,À Louer,287.0,2.0,3.0,tunis,Bureaux et Plateaux,3.7075701760979363
3450.0,À Louer,157.0,2.0,5.0,tunis,Bureaux et Plateaux,3.537819095073274
3400.0,À Louer,170.0,2.0,5.0,tunis,Bureaux et Plateaux,3.531478917042255
3800.0,À Louer,185.0,2.0,5.0,tunis,Bureaux et Plateaux,3.57978359661681
3889.0,À Louer,180.0,2.0,5.0,tunis,Bureaux et Plateaux,3.58983794314746
5500.0,À Louer,205.0,3.0,6.0,tunis,Bureaux et Plateaux,3.7403626894942437
599996.0,À Vendre,311.0,2.0,3.0,tunis,Maisons et Villas,5.778148355077446
100.0,À Louer,115.0,2.0,2.0,tunis,Appartements,2.0
480000.0,À Vendre,200.0,2.0,3.0,ben arous,Maisons et Villas,5.681241237375588
220000.0,À Vendre,70.0,1.0,2.0,tunis,Maisons et Villas,5.342422680822207
700.0,À Louer,100.0,1.0,3.0,ariana,Appartements,2.845098040014257
290000.0,À Vendre,145.0,2.0,6.0,bizerte,Appartements,5.4623979978989565
130.0,À Louer,118.0,1.0,2.0,tunis,Locations de vacances,2.113943352306837
2500.0,À Louer,80.0,2.0,2.0,ben arous,Maisons et Villas,3.3979400086720375
2800.0,À Louer,300.0,2.0,4.0,ariana,Maisons et Villas,3.4471580313422194
1200.0,À Louer,102.0,1.0,2.0,mahdia,Appartements,3.0791812460476247
270000.0,À Vendre,72.0,1.0,2.0,tunis,Appartements,5.431363764158987
1000.0,À Louer,110.0,1.0,2.0,mahdia,Appartements,3.0
450000.0,À Vendre,350.0,2.0,7.0,ariana,Maisons et Villas,5.653212513775344
3200.0,À Louer,160.0,2.0,3.0,tunis,Appartements,3.505149978319906
230000.0,À Vendre,170.0,1.0,3.0,ben arous,Appartements,5.361727836017593
580000.0,À Vendre,1100.0,3.0,3.0,médenine,Maisons et Villas,5.763427993562937
210000.0,À Vendre,100.0,1.0,3.0,tunis,Appartements,5.3222192947339195
900.0,À Louer,90.0,2.0,2.0,ben arous,Appartements,2.9542425094393248
750.0,À Louer,100.0,2.0,3.0,tunis,Appartements,2.8750612633917
800.0,À Louer,102.0,1.0,2.0,mahdia,Appartements,2.9030899869919438
460000.0,À Vendre,120.0,1.0,2.0,mahdia,Appartements,5.662757831681574
414200.0,À Vendre,109.0,1.0,2.0,mahdia,Appartements,5.617210094557434
650.0,À Louer,102.0,1.0,2.0,mahdia,Appartements,2.8129133566428557
390000.0,À Vendre,120.0,1.0,2.0,mahdia,Appartements,5.5910646070264995
1500.0,À Louer,30.0,2.0,1.0,ariana,Bureaux et Plateaux,3.1760912590556813
2500.0,À Louer,150.0,1.0,1.0,tunis,Maisons et Villas,3.3979400086720375
1450000.0,À Vendre,423.0,2.0,4.0,tunis,Maisons et Villas,6.161368002234975
650000.0,À Vendre,184.0,1.0,3.0,tunis,Appartements,5.812913356642856
420000.0,À Vendre,105.0,1.0,2.0,nabeul,Appartements,5.623249290397901
850000.0,À Vendre,300.0,3.0,5.0,ariana,Appartements,5.929418925714293
850000.0,À Vendre,500.0,2.0,4.0,ben arous,Maisons et Villas,5.929418925714293
150000.0,À Vendre,100.0,1.0,3.0,ariana,Appartements,5.176091259055681
340000.0,À Vendre,136.0,2.0,3.0,ariana,Appartements,5.531478917042255
380000.0,À Vendre,140.0,2.0,3.0,tunis,Appartements,5.57978359661681
500000.0,À Vendre,124.0,2.0,3.0,tunis,Appartements,5.698970004336019
670000.0,À Vendre,500.0,2.0,3.0,nabeul,Maisons et Villas,5.826074802700826
170000.0,À Vendre,131.0,1.0,2.0,ariana,Maisons et Villas,5.230448921378274
185000.0,À Vendre,153.0,1.0,2.0,tunis,Appartements,5.267171728403014
365000.0,À Vendre,204.0,1.0,4.0,tunis,Maisons et Villas,5.562292864456475
2400.0,À Louer,140.0,1.0,5.0,tunis,Bureaux et Plateaux,3.380211241711606
2800.0,À Louer,250.0,1.0,3.0,tunis,Maisons et Villas,3.4471580313422194
3600.0,À Louer,180.0,2.0,2.0,tunis,Maisons et Villas,3.5563025007672873
1900.0,À Louer,160.0,1.0,3.0,tunis,Maisons et Villas,3.278753600952829
1200000.0,À Vendre,374.0,3.0,4.0,tunis,Maisons et Villas,6.079181246047625
693494.0,À Vendre,162.0,2.0,3.0,ariana,Appartements,5.841042707978642
330000.0,À Vendre,537.0,5.0,8.0,siliana,Maisons et Villas,5.518513939877887
1050.0,À Louer,100.0,1.0,2.0,ariana,Appartements,3.0211892990699383
1300.0,À Louer,100.0,2.0,2.0,tunis,Appartements,3.113943352306837
1100.0,À Louer,120.0,1.0,2.0,tunis,Appartements,3.041392685158225
399000.0,À Vendre,124.0,1.0,2.0,tunis,Maisons et Villas,5.600972895686748
2270.0,À Louer,100.0,1.0,4.0,tunis,Bureaux et Plateaux,3.3560258571931225
799.0,À Louer,80.0,1.0,1.0,tunis,Appartements,2.902546779313991
580000.0,À Vendre,137.0,2.0,2.0,tunis,Appartements,5.763427993562937
700.0,À Louer,250.0,1.0,3.0,nabeul,Maisons et Villas,2.845098040014257
320000.0,À Vendre,124.0,1.0,2.0,tunis,Appartements,5.505149978319906
1300.0,À Louer,140.0,2.0,5.0,tunis,Bureaux et Plateaux,3.113943352306837
1650.0,À Louer,116.0,2.0,3.0,tunis,Appartements,3.2174839442139063
850000.0,À Vendre,386.0,5.0,5.0,tunis,Maisons et Villas,5.929418925714293
1500.0,À Louer,140.0,1.0,3.0,tunis,Appartements,3.1760912590556813
327000.0,À Vendre,100.0,1.0,3.0,jendouba,Appartements,5.514547752660286
2000.0,À Louer,71.0,2.0,2.0,tunis,Bureaux et Plateaux,3.3010299956639813
850000.0,À Vendre,536.0,1.0,3.0,nabeul,Maisons et Villas,5.929418925714293
380000.0,À Vendre,143.0,1.0,3.0,ariana,Appartements,5.57978359661681
3700.0,À Louer,185.0,2.0,4.0,tunis,Bureaux et Plateaux,3.568201724066995
2000.0,À Louer,150.0,1.0,3.0,tunis,Maisons et Villas,3.3010299956639813
420000.0,À Vendre,165.0,3.0,3.0,sousse,Appartements,5.623249290397901
1750.0,À Louer,110.0,1.0,1.0,tunis,Appartements,3.2430380486862944
150.0,À Louer,200.0,1.0,2.0,nabeul,Locations de vacances,2.1760912590556813
320000.0,À Vendre,107.0,2.0,2.0,nabeul,Appartements,5.505149978319906
6000.0,À Louer,500.0,1.0,3.0,tunis,Maisons et Villas,3.7781512503836434
6500.0,À Louer,600.0,2.0,4.0,tunis,Maisons et Villas,3.8129133566428557
1080000.0,À Vendre,450.0,3.0,4.0,sousse,Maisons et Villas,6.033423755486949
670000.0,À Vendre,344.0,1.0,3.0,tunis,Maisons et Villas,5.826074802700826
210000.0,À Vendre,43.0,1.0,2.0,tunis,Bureaux et Plateaux,5.3222192947339195
750000.0,À Vendre,600.0,2.0,2.0,ariana,Maisons et Villas,5.8750612633917
190000.0,À Vendre,168.0,1.0,2.0,sousse,Maisons et Villas,5.278753600952829
400.0,À Louer,108.0,1.0,2.0,tunis,Appartements,2.6020599913279625
350000.0,À Vendre,138.0,1.0,3.0,tunis,Appartements,5.544068044350276
2300.0,À Louer,150.0,2.0,3.0,tunis,Appartements,3.361727836017593
8500.0,À Louer,500.0,2.0,4.0,tunis,Maisons et Villas,3.929418925714293
4500.0,À Louer,550.0,2.0,4.0,tunis,Maisons et Villas,3.6532125137753435
240000.0,À Vendre,150.0,1.0,2.0,nabeul,Maisons et Villas,5.380211241711606
1399.0,À Louer,140.0,2.0,3.0,ariana,Appartements,3.1458177144918276
540000.0,À Vendre,388.0,2.0,4.0,tunis,Maisons et Villas,5.732393759822968
1000.0,À Louer,100.0,1.0,2.0,nabeul,Appartements,3.0
200000.0,À Vendre,100.0,1.0,3.0,ben arous,Appartements,5.301029995663981
350000.0,À Vendre,100.0,1.0,2.0,nabeul,Appartements,5.544068044350276
400000.0,À Vendre,200.0,2.0,3.0,nabeul,Maisons et Villas,5.6020599913279625
350000.0,À Vendre,200.0,1.0,3.0,tunis,Maisons et Villas,5.544068044350276
480000.0,À Vendre,185.0,4.0,4.0,ben arous,Maisons et Villas,5.681241237375588
790000.0,À Vendre,418.0,4.0,7.0,ben arous,Maisons et Villas,5.897627091290442
750000.0,À Vendre,597.0,2.0,3.0,ben arous,Maisons et Villas,5.8750612633917
650000.0,À Vendre,520.0,2.0,6.0,ben arous,Maisons et Villas,5.812913356642856
95000.0,À Vendre,80.0,1.0,3.0,tunis,Maisons et Villas,4.977723605288848
230000.0,À Vendre,160.0,3.0,4.0,nabeul,Maisons et Villas,5.361727836017593
300000.0,À Vendre,850.0,1.0,2.0,nabeul,Maisons et Villas,5.477121254719663
450000.0,À Vendre,164.0,2.0,6.0,tunis,Maisons et Villas,5.653212513775344
180000.0,À Vendre,165.0,1.0,2.0,tunis,Maisons et Villas,5.2552725051033065
2600.0,À Louer,120.0,1.0,1.0,tunis,Bureaux et Plateaux,3.4149733479708178
700000.0,À Vendre,200.0,2.0,4.0,ariana,Maisons et Villas,5.845098040014257
700.0,À Louer,100.0,1.0,3.0,tunis,Maisons et Villas,2.845098040014257
2800.0,À Louer,1110.0,2.0,9.0,sfax,Maisons et Villas,3.4471580313422194
3000.0,À Louer,70.0,1.0,3.0,tunis,Appartements,3.4771212547196626
300000.0,À Vendre,127.0,1.0,3.0,nabeul,Appartements,5.477121254719663
900.0,À Louer,100.0,2.0,2.0,tunis,Appartements,2.9542425094393248
900.0,À Louer,170.0,2.0,3.0,ben arous,Maisons et Villas,2.9542425094393248
430000.0,À Vendre,125.0,2.0,2.0,ariana,Appartements,5.633468455579586
145000.0,À Vendre,91.0,1.0,5.0,tunis,Maisons et Villas,5.161368002234975
1200.0,À Louer,160.0,2.0,3.0,ariana,Appartements,3.0791812460476247
398000.0,À Vendre,90.0,1.0,2.0,monastir,Appartements,5.599883072073688
550000.0,À Vendre,500.0,2.0,4.0,la manouba,Maisons et Villas,5.740362689494244
180000.0,À Vendre,152.0,1.0,2.0,nabeul,Appartements,5.2552725051033065
350000.0,À Vendre,126.0,1.0,2.0,nabeul,Appartements,5.544068044350276
650.0,À Louer,100.0,1.0,2.0,tunis,Appartements,2.8129133566428557
95000.0,À Vendre,90.0,1.0,3.0,ariana,Maisons et Villas,4.977723605288848
245000.0,À Vendre,70.0,1.0,1.0,nabeul,Appartements,5.389166084364533
500000.0,À Vendre,240.0,1.0,4.0,nabeul,Maisons et Villas,5.698970004336019
450000.0,À Vendre,136.0,1.0,3.0,nabeul,Appartements,5.653212513775344
3000.0,À Louer,187.0,2.0,4.0,tunis,Bureaux et Plateaux,3.4771212547196626
2556.0,À Louer,129.0,1.0,4.0,tunis,Bureaux et Plateaux,3.4075608494863627
3288.0,À Louer,145.0,2.0,5.0,tunis,Bureaux et Plateaux,3.5169318088680126
4445.0,À Louer,200.0,2.0,7.0,tunis,Bureaux et Plateaux,3.6478717653062325
2150.0,À Louer,110.0,2.0,2.0,tunis,Bureaux et Plateaux,3.3324384599156054
5000.0,À Louer,200.0,2.0,6.0,tunis,Bureaux et Plateaux,3.6989700043360187
2900.0,À Louer,135.0,1.0,4.0,tunis,Bureaux et Plateaux,3.462397997898956
120.0,À Louer,80.0,1.0,2.0,ben arous,Appartements,2.0791812460476247
2100.0,À Louer,150.0,2.0,3.0,tunis,Bureaux et Plateaux,3.322219294733919
3800.0,À Louer,164.0,3.0,4.0,tunis,Appartements,3.57978359661681
1297.0,À Louer,90.0,1.0,2.0,tunis,Appartements,3.11293997608408
600000.0,À Vendre,311.0,3.0,3.0,tunis,Maisons et Villas,5.778151250383644
185000.0,À Vendre,148.0,1.0,3.0,nabeul,Appartements,5.267171728403014
320000.0,À Vendre,157.0,2.0,4.0,tunis,Appartements,5.505149978319906
3200.0,À Louer,157.0,2.0,5.0,tunis,Bureaux et Plateaux,3.505149978319906
4900.0,À Louer,257.0,3.0,5.0,tunis,Bureaux et Plateaux,3.690196080028514
2400.0,À Louer,100.0,2.0,1.0,tunis,Bureaux et Plateaux,3.380211241711606
3500.0,À Louer,400.0,2.0,3.0,tunis,Maisons et Villas,3.5440680443502757
410000.0,À Vendre,147.0,1.0,4.0,tunis,Maisons et Villas,5.6127838567197355
600.0,À Louer,90.0,1.0,2.0,sousse,Bureaux et Plateaux,2.7781512503836434
220000.0,À Vendre,73.0,1.0,2.0,sousse,Appartements,5.342422680822207
1350.0,À Louer,113.0,1.0,2.0,ariana,Appartements,3.130333768495006
235000.0,À Vendre,100.0,2.0,3.0,ben arous,Appartements,5.371067862271736
250000.0,À Vendre,140.0,1.0,3.0,sousse,Appartements,5.3979400086720375
2500.0,À Louer,80.0,1.0,1.0,tunis,Appartements,3.3979400086720375
185000.0,À Vendre,85.0,1.0,2.0,tunis,Appartements,5.267171728403014
1370.0,À Louer,70.0,1.0,1.0,tunis,Appartements,3.1367205671564067
380000.0,À Vendre,180.0,3.0,3.0,tunis,Appartements,5.57978359661681
1170.0,À Louer,72.0,1.0,1.0,ariana,Appartements,3.0681858617461617
350000.0,À Vendre,200.0,2.0,3.0,sousse,Maisons et Villas,5.544068044350276
107000.0,À Vendre,70.0,1.0,2.0,sousse,Appartements,5.02938377768521
160000.0,À Vendre,110.0,2.0,6.0,sousse,Maisons et Villas,5.204119982655925
240000.0,À Vendre,70.0,1.0,2.0,sousse,Appartements,5.380211241711606
150000.0,À Vendre,100.0,1.0,3.0,sousse,Appartements,5.176091259055681
220000.0,À Vendre,1500.0,1.0,3.0,sousse,Maisons et Villas,5.342422680822207
200.0,À Louer,120.0,3.0,3.0,médenine,Maisons et Villas,2.3010299956639813
1600.0,À Louer,115.0,1.0,4.0,ariana,Bureaux et Plateaux,3.2041199826559246
260000.0,À Vendre,90.0,1.0,3.0,tunis,Appartements,5.414973347970818
165000.0,À Vendre,90.0,1.0,3.0,la manouba,Appartements,5.217483944213907
1100.0,À Louer,150.0,1.0,4.0,ariana,Appartements,3.041392685158225
1900.0,À Louer,120.0,1.0,5.0,ariana,Bureaux et Plateaux,3.278753600952829
5000.0,À Louer,250.0,4.0,13.0,ariana,Bureaux et Plateaux,3.6989700043360187
600.0,À Louer,100.0,1.0,2.0,ariana,Appartements,2.7781512503836434
2497.0,À Louer,115.0,2.0,2.0,tunis,Appartements,3.397418542351348
405000.0,À Vendre,158.0,2.0,4.0,ariana,Appartements,5.607455023214668
240000.0,À Vendre,120.0,1.0,2.0,nabeul,Appartements,5.380211241711606
900000.0,À Vendre,360.0,3.0,7.0,nabeul,Maisons et Villas,5.954242509439325
700.0,À Louer,90.0,1.0,1.0,tunis,Maisons et Villas,2.845098040014257
210000.0,À Vendre,100.0,2.0,3.0,nabeul,Appartements,5.3222192947339195
4973.0,À Louer,220.0,2.0,6.0,tunis,Bureaux et Plateaux,3.696618459232225
290000.0,À Vendre,120.0,1.0,2.0,nabeul,Appartements,5.4623979978989565
2000.0,À Louer,80.0,1.0,4.0,tunis,Bureaux et Plateaux,3.3010299956639813
3000.0,À Louer,104.0,1.0,4.0,tunis,Bureaux et Plateaux,3.4771212547196626
130000.0,À Vendre,130.0,1.0,2.0,ben arous,Maisons et Villas,5.113943352306837
3200.0,À Louer,140.0,1.0,3.0,tunis,Bureaux et Plateaux,3.505149978319906
2500.0,À Louer,120.0,2.0,6.0,tunis,Bureaux et Plateaux,3.3979400086720375
1880.0,À Louer,85.0,1.0,4.0,tunis,Bureaux et Plateaux,3.27415784926368
400.0,À Louer,120.0,1.0,3.0,ariana,Appartements,2.6020599913279625
650000.0,À Vendre,195.0,2.0,3.0,nabeul,Maisons et Villas,5.812913356642856
230000.0,À Vendre,189.0,1.0,2.0,nabeul,Maisons et Villas,5.361727836017593
3600.0,À Louer,345.0,4.0,4.0,nabeul,Maisons et Villas,3.5563025007672873
350000.0,À Vendre,300.0,4.0,7.0,tunis,Maisons et Villas,5.544068044350276
330000.0,À Vendre,109.0,1.0,3.0,tunis,Appartements,5.518513939877887
715000.0,À Vendre,300.0,2.0,4.0,nabeul,Maisons et Villas,5.854306041801081
620000.0,À Vendre,225.0,3.0,4.0,nabeul,Maisons et Villas,5.7923916894982534
2000.0,À Louer,120.0,2.0,2.0,tunis,Appartements,3.3010299956639813
2500.0,À Louer,119.0,2.0,2.0,tunis,Appartements,3.3979400086720375
1600.0,À Louer,240.0,2.0,4.0,tunis,Maisons et Villas,3.2041199826559246
380000.0,À Vendre,220.0,2.0,2.0,tunis,Maisons et Villas,5.57978359661681
900.0,À Louer,100.0,1.0,3.0,ariana,Appartements,2.9542425094393248
1000.0,À Louer,130.0,1.0,3.0,ben arous,Appartements,3.0
1200.0,À Louer,150.0,2.0,3.0,sousse,Appartements,3.0791812460476247
800.0,À Louer,100.0,1.0,2.0,sousse,Appartements,2.9030899869919438
290000.0,À Vendre,114.0,1.0,2.0,sousse,Appartements,5.4623979978989565
2300.0,À Louer,100.0,1.0,2.0,tunis,Appartements,3.361727836017593
1200.0,À Louer,80.0,1.0,1.0,ben arous,Appartements,3.0791812460476247
260000.0,À Vendre,71.0,1.0,2.0,nabeul,Appartements,5.414973347970818
680000.0,À Vendre,400.0,2.0,3.0,ben arous,Maisons et Villas,5.832508912706237
760000.0,À Vendre,137.0,2.0,4.0,tunis,Appartements,5.880813592280791
460000.0,À Vendre,200.0,2.0,4.0,monastir,Maisons et Villas,5.662757831681574
1200.0,À Louer,270.0,1.0,3.0,tunis,Maisons et Villas,3.0791812460476247
600.0,À Louer,75.0,1.0,3.0,ben arous,Bureaux et Plateaux,2.7781512503836434
1400.0,À Louer,120.0,1.0,3.0,nabeul,Appartements,3.146128035678238
250000.0,À Vendre,77.0,1.0,1.0,tunis,Appartements,5.3979400086720375
600.0,À Louer,140.0,1.0,2.0,tunis,Maisons et Villas,2.7781512503836434
395000.0,À Vendre,100.0,1.0,2.0,tunis,Appartements,5.596597095626461
790000.0,À Vendre,247.0,3.0,3.0,tunis,Maisons et Villas,5.897627091290442
245000.0,À Vendre,72.0,1.0,1.0,tunis,Appartements,5.389166084364533
418000.0,À Vendre,100.0,2.0,2.0,tunis,Appartements,5.6211762817750355
1050.0,À Louer,100.0,1.0,3.0,ariana,Appartements,3.0211892990699383
590000.0,À Vendre,530.0,1.0,3.0,sousse,Maisons et Villas,5.770852011642144
230000.0,À Vendre,150.0,2.0,3.0,ariana,Appartements,5.361727836017593
2000.0,À Louer,120.0,2.0,3.0,tunis,Appartements,3.3010299956639813
4700.0,À Louer,700.0,3.0,3.0,nabeul,Maisons et Villas,3.6720978579357175
4000.0,À Louer,156.0,1.0,1.0,tunis,Bureaux et Plateaux,3.6020599913279625
400000.0,À Vendre,85.0,2.0,3.0,tunis,Bureaux et Plateaux,5.6020599913279625
1620000.0,À Vendre,826.0,4.0,4.0,ariana,Maisons et Villas,6.209515014542631
2900.0,À Louer,200.0,1.0,4.0,tunis,Bureaux et Plateaux,3.462397997898956
920000.0,À Vendre,465.0,4.0,4.0,nabeul,Maisons et Villas,5.963787827345556
780000.0,À Vendre,750.0,4.0,4.0,nabeul,Maisons et Villas,5.892094602690481
120000.0,À Vendre,74.0,1.0,2.0,sousse,Appartements,5.079181246047625
838000.0,À Vendre,466.0,2.0,4.0,tunis,Maisons et Villas,5.923244018630276
1300.0,À Louer,75.0,1.0,2.0,tunis,Appartements,3.113943352306837
100.0,À Louer,80.0,1.0,1.0,ariana,Appartements,2.0
130.0,À Louer,130.0,1.0,2.0,ariana,Appartements,2.113943352306837
350.0,À Louer,150.0,2.0,4.0,ariana,Appartements,2.5440680443502757
355000.0,À Vendre,116.0,2.0,2.0,tunis,Appartements,5.550228353055094
790000.0,À Vendre,170.0,2.0,3.0,nabeul,Maisons et Villas,5.897627091290442
160000.0,À Vendre,95.0,1.0,2.0,nabeul,Appartements,5.204119982655925
800000.0,À Vendre,450.0,2.0,5.0,sfax,Maisons et Villas,5.903089986991944
600.0,À Louer,70.0,1.0,2.0,ben arous,Appartements,2.7781512503836434
250000.0,À Vendre,100.0,2.0,6.0,ben arous,Maisons et Villas,5.3979400086720375
1250000.0,À Vendre,75.0,1.0,1.0,tunis,Appartements,6.096910013008056
80000.0,À Vendre,80.0,1.0,2.0,sfax,Maisons et Villas,4.903089986991944
1200.0,À Louer,120.0,1.0,3.0,ariana,Maisons et Villas,3.0791812460476247
1300000.0,À Vendre,400.0,3.0,7.0,tunis,Maisons et Villas,6.113943352306837
2800.0,À Louer,500.0,3.0,5.0,tunis,Maisons et Villas,3.4471580313422194
1500.0,À Louer,150.0,2.0,3.0,ariana,Appartements,3.1760912590556813
700.0,À Louer,90.0,1.0,2.0,tunis,Maisons et Villas,2.845098040014257
3500.0,À Louer,500.0,4.0,7.0,tunis,Maisons et Villas,3.5440680443502757
1200.0,À Louer,70.0,1.0,1.0,tunis,Maisons et Villas,3.0791812460476247
1850.0,À Louer,200.0,3.0,3.0,ariana,Maisons et Villas,3.2671717284030137
185000.0,À Vendre,92.0,1.0,3.0,ariana,Appartements,5.267171728403014
900.0,À Louer,70.0,1.0,1.0,monastir,Appartements,2.9542425094393248
